게시글번호,제목,닉네임,날짜,조회수,추천수
10586,안녕하세요~장비 구입하려고 하는데 어떻게 구입하시나요??[5],하양강아지,2015-03-11,139,0
10585,선배버스커님들 새내기인 제가 너무 힘이듭니다?[4],trampoline,2015-03-11,284,1
10307,버스킹 할경우 절차가있을까요??[2],oasis,2015-02-26,227,0
10190,공연 장소 정보를 좀 얻고 싶습니다.?[2],JHC,2015-02-21,225,0
10016,윤중로에서의 버스킹,김형준,2015-02-10,104,0
10000,큐브ex 인스투르먼트 채널에 대해?[1],말린과일,2015-02-09,137,0
9979,부산 악기 연습실,전설의무다리,2015-02-08,48,0
9974,버스킹 선곡 질문드립니다 ^^?[1],The past,2015-02-08,134,0
9964,버스킹 축제 동참해주실분 계신가요??[11],PoPMM,2015-02-07,212,0
9959,악기없이 버스킹. 랩/ 보컬 질문부탁해요. 앰프관련?[2],yd,2015-02-07,176,0
9838,전라도 광주,잡식성,2015-01-30,13,0
9798,이제 버스킹 시작해보려는데 굳이 큐브 스트리트??[8],잡식성,2015-01-28,302,0
9768,"CUBE STREET EX, BA-330 질문드립니다.?[4]",기타치는 우루사,2015-01-27,331,0
0,"?CUBE STREET EX, BA-330 질문드립니다.?[1]",김캡틴,2015-01-27,0,0
9754,질문있습니다~!! 하다가 노래 선곡이 너무 막혀서요..?[1],비슷하이,2015-01-26,155,0
9718,버스킹 축제에 대해서 어떻게 생각하시나요??[6],PoPMM,2015-01-24,218,1
9703,큐브스트릿 마이크2개 기타 1개 어떻게해야할까요!!??[7],Pumbaa,2015-01-23,202,0
9682,랩 버스킹 질문있어요~~?[2],wdlo2m1,2015-01-22,120,0
9668,버스킹을해보려는데?[15],zzidong,2015-01-21,299,0
9543,버스킹 앰프 질문이요 ㅠㅠ?[1],glovejj,2015-01-14,217,0
0,?버스킹 앰프 질문이요 ㅠㅠ??,김캡틴,2015-01-15,0,0
9529,큐브스트리트 사용하는데 자꾸 삐- 소리가 납니다ㅜㅜ?[5],긔,2015-01-13,158,0
9527,버스킹 언제든 같이하실분?[2],스탠다드,2015-01-13,213,0
9516,혼자서 버스킹?[13],와썹,2015-01-13,345,0
9470,어쿠스틱에 보컬퍼커션이 잘어울릴까여???[4],BEATER,2015-01-10,153,0
0,?어쿠스틱에 보컬퍼커션이 잘어울릴까여??,알로에바지,2015-01-10,0,0
9469,기타치면서 버스킹 하시는 분들~?[7],SWAY,2015-01-10,305,0
0,?기타치면서 버스킹 하시는 분들~,알로에바지,2015-01-11,0,0
9335,복스 사운드박스 미니 앰프 사용해보신분 계신가요??[6],김헝아,2015-01-04,204,0
9209,광주 전주 순천 버스킹할곳!!!!!어디있을까요??,핏어팻,2014-12-29,36,0
9203,버스킹 건반 질문,12마디,2014-12-29,47,0
9163,버스킹을 해보고 싶은데....?[2],새알초콜렛,2014-12-27,226,1
9106,내일 첫버스킹을하는데...?[5],버스킹발라더,2014-12-23,354,0
9100,따뜻한 남쪽으로 겨율 버스킹 여행 가려고합니다?[5],이런밴드 보컬,2014-12-23,126,0
9031,버스킹 실력에 대해~?[6],브라이트시즌,2014-12-19,354,0
9025,버스킹을 왜 하세요???[6],박성연,2014-12-18,430,0
9021,정말 기본질문입니다..?[5],matt3316,2014-12-18,174,0
8960,3인조로 가려고 하는데 엠프는 어떤게 좋을까요??,BEATER,2014-12-16,332,1
0,?3인조로 가려고 하는데 엠프는 어떤게 좋을까요???[1],하얀비,2014-12-18,0,0
8930,장비 문의에요!?[1],와썹,2014-12-15,87,0
0,?장비 문의에요!,zxcasd0615,2014-12-15,0,0
8914,마이크랑 아무런장비없이 공연하면?[9],와썹,2014-12-14,246,0
8805,큐브 스트리트 큐브 스트릿!!?[12],래퍼 그린그레이,2014-12-09,360,0
8721,이번에 여자친구와 버스킹을하는데요..팀명을 뭐라고 해야좋을까요?[9],진쿠,2014-12-04,268,1
8717,이브날 버스킹 하려고 계획중인데요~?[1],버스킹발라더,2014-12-04,113,0
8693,버스킹하기좋은장소아시는분,김갤러거,2014-12-03,71,0
8641,오디오인터페이스 추천 부탁드립니다!?[5],씨엘비,2014-12-01,58,0
8640,버스킹을 하려고 구비한장비가..??[6],버스킹발라더,2014-11-30,358,0
8601,여러분캐롤송언제부터부르실건가요??[3],김갤러거,2014-11-27,86,0
8555,여러분캐롤송언제쯤부르실껀가요??[7],김갤러거,2014-11-25,79,0
8547,안녕하세요!! 나눔의 의미 버스킹 관련 설문조사 부탁드리겠습니다!!?[4],됴아,2014-11-25,63,0
8544,믹서하고 엠프 추천좀 해주세요!!?[2],엔돌핀,2014-11-25,119,0
8514,버스킹 하신분중에 앰프 소리크기조절 질문?[2],노아,2014-11-24,160,0
8484,12월부터 버스킹 하려하는데... 기타에 대한 질문이요 !?[12],양영준,2014-11-22,206,1
8483,버스킹 질문잇어요!?[13],버스킹배우고싶어요,2014-11-22,162,0
8448,롤랜드 큐브스트릿 컴퓨터에 연결해 녹음할수있나요??[2],씨엘비,2014-11-20,149,0
0,?롤랜드 큐브스트릿 컴퓨터에 연결해 녹음할수있나요?,한키,2014-11-21,0,0
8433,보컬에 대해 질문이 있습니다 현재활동중이신 분들 도움점 부탁드려염!!ㅠㅠ?[7],보컬이되고싶은청년,2014-11-19,187,0
8420,"이펙터 전원 관련 문의.. (부제 : 김캡틴님, 짱꼼님 소환글)??[5]",Jimmy,2014-11-19,215,0
0,"?이펙터 전원 관련 문의.. (부제 : 김캡틴님, 짱꼼님 소환글)",이든,2014-11-19,0,0
8390,버스킹계획중인데요 엠프관련해서..?[12],이크에크,2014-11-18,269,0
0,?버스킹계획중인데요 엠프관련해서..?[4],멘즈논노,2014-11-18,0,0
8372,버스킹이라는 단어만 아는 초보입니다. 고수님들 소중한 추억 공유 부탁드려요?[4],야월화,2014-11-17,140,1
8349,초보 버스커 장비 추천좀 부탁드릴게요?[8],깟샤,2014-11-16,174,0
8317,질문잇습니당?[5],비너스리더,2014-11-14,97,0
8287,처음 계획중인 버스킹 질문드립니다.?[3],a남도일a,2014-11-13,138,0
8258,버스킹 엠프에 대한질문이에요 제발 엠프고수님들?[6],핏어팻,2014-11-12,205,0
8209,큐브스트리트 질문?[2],마츠모토히데토,2014-11-09,214,0
8170,버스킹 할 수있는곳...,letG,2014-11-07,108,0
8135,기타 한대 솔로로 버스킹을 하려 합니다.?[10],대명동,2014-11-05,381,0
8109,sa220써보신분?[1],라임기타,2014-11-05,125,0
0,?sa220써보신분,김씨아저씨,2014-11-05,0,0
0,?sa220써보신분,김씨아저씨,2014-11-05,0,0
8073,큐브 ex 인스채널관련 어쿠스틱 공간계질문ㅠ,말린과일,2014-11-03,69,0
8053,삼청동 피아노 치시는분?[2],alice,2014-11-02,181,0
8051,급합니당.ㅠ 신촌 유플렉스앞에서 버스킹할때 거기 편의점에서 전기 끌어다 쓰시던데?[2],멘즈논노,2014-11-01,262,0
7976,버스킹 질문있습니다.?[6],버스킹배우고싶어요,2014-10-29,203,0
7970,피아노연주버스킹 질문있습니다?[1],랩소디,2014-10-28,127,0
7930,기타 구입 질문.?[8],플로리시,2014-10-27,84,0
0,?기타 구입 질문.,NariccA,2014-10-27,0,0
7916,버스킹에대한 여러가지 질문?[10],LightD,2014-10-26,239,0
7909,ba330사용하시는분 없나요?ㅜ,통요,2014-10-26,171,0
0,?ba330사용하시는분 없나요?ㅜ?[3],옥탑반지,2014-10-26,0,0
7888,엠프 질문?[3],나의입,2014-10-25,117,0
7824,음악의 기초란 무엇인가요???[9],이진석,2014-10-23,196,0
7816,점점 추워지는데 기타시는분들의 대응책은??[8],루씰,2014-10-22,243,0
7796,버스킹 장비질문입니다 ㅎㅎ?[3],록키,2014-10-22,101,0
7788,앰프에 파워뱅크 사용할 생각인데......??[8],산도깨비,2014-10-21,335,0
7777,버스킹 장비?[5],나의입,2014-10-21,123,0
7730,강남역 M-Stage 버스킹!!!?[3],쿨케이,2014-10-20,202,0
7727,질문있습니다. 약간 소리가 울리는 실내 매장에서 공연이 가능한가요???[26],H 언니,2014-10-20,199,0
7705,버스킹 하려는데요 ㅠㅠ?[2],우기,2014-10-19,102,0
7665,고민이네요. . .?[5],SWAY,2014-10-18,129,0
0,?고민이네요. . .,didtnwjd87,2014-10-19,0,0
7636,입술이 마이크에 닿을때 전기가통합니다.?[3],바람처럼,2014-10-18,161,0
0,?입술이 마이크에 닿을때 전기가통합니다.,김캡틴,2014-10-19,0,0
7608,어디서 연습하시나요??[7],거인,2014-10-18,199,0
7597,버스킹 앰프말인데요..?[6],hooop94,2014-10-17,291,0
0,?버스킹 앰프말인데요..,루씰,2014-10-17,0,0
7581,버스킹 시작하려합니다.,Erell,2014-10-16,501,0
0,?버스킹 시작하려합니다.,Gormi Sound,2014-10-17,1,0
7571,큐브 스트리트 질문있습니다. 한번 읽어봐주세요 ㅠ??[17],향긋한솔음내,2014-10-15,340,0
7550,홍대입구 버스킹장소요?[3],SWAY,2014-10-14,195,0
7542,경기도 분당쪽 주변에 버스킹할만한 장소가 어디있을까요??[1],Triple S in Daynight,2014-10-14,76,0
7527,혹시 경기도혹은 서울에서 요번주 금요일 일요일날 버스킹하시는분...,골빈인간,2014-10-13,33,0
7521,버스킹 장비?[11],SIYP,2014-10-13,190,0
7499,현재 큐브 스트릿 사용중인데요...?[5],SWAY,2014-10-12,302,0
7493,큐브스트릿과 leem wam 290 연결 문제??[5],BAO,2014-10-11,167,0
7376,서울 버스킹장소추천해주세요?[2],라임기타,2014-10-03,206,0
7354,보컬하고있는데 카혼이나 젬베 같이 할 수 있을까요??[5],긔,2014-10-01,162,0
7323,기타 하나에 보컬 둘일 때 앰프구성?[10],거인,2014-09-29,313,0
0,?기타 하나에 보컬 둘일 때 앰프구성,zxcasd0615,2014-09-29,0,0
7300,버스킹 앰프 추천해주세요!?[6],옆집곰아저씨,2014-09-28,186,0
0,?버스킹 앰프 추천해주세요!,케이케이KK PecㅡSax,2014-09-29,0,0
7284,버스킹 용 엠프에 대해 질문드려요~?[4],음유시인,2014-09-27,153,0
7237,버스킹 장비구입좀 도와주세요?[8],Kuka,2014-09-24,186,0
7227,카혼은 어떻게배우나요 ㅜ?[6],달려야하니,2014-09-24,151,0
0,?카혼은 어떻게배우나요 ㅜ,케이케이KK PecㅡSax,2014-09-29,0,0
7194,건반 + 마이크2 개로 버스킹하려는데 앰프질문좀드려요!?[11],탄듕,2014-09-22,179,0
7149,버스킹많이해보신분들..장비질문드려요(아텍에비뉴써보신분)??[23],PTO,2014-09-20,386,0
7090,"버스킹, 세팅 어떻게 하시나요??[6]",미소,2014-09-18,314,0
7069,대학교 내 버스킹... 해보신분 있으세요?!!?[5],따뜻한라디오,2014-09-17,182,0
7058,홍대 새벽 버스킹 장소어디로..?[3],개똥벌레,2014-09-16,305,0
7041,휴대용마이크스텐드??[2],라임기타,2014-09-16,196,0
7034,앰프를구매하려는데..?[2],PTO,2014-09-15,155,0
6985,아텍에비뉴 마이크2 기타1 가능한가요?,시나브로인,2014-09-13,69,0
6974,안녕하세요 질문드려봅니다! 구월동 로데오 근처에서 버스킹 계획하고있는데?[2],씽어킴,2014-09-13,103,0
6952,카혼으로 버스킹할시 소리 증폭 필요한가요??[4],ㅇㅊㅁㅁ,2014-09-12,192,1
6942,버스킹 영상 찍기 적합한 캠코더/기계 추천 해주세요!?[4],Eric Lee,2014-09-11,85,0
6830,아텍 에비뉴 질문!!?[1],바스커바스커,2014-09-04,161,0
0,?아텍 에비뉴 질문!!?[1],김캡틴,2014-09-04,0,0
6821,버스킹장비 ㅠㅠ?[2],purenight04,2014-09-03,206,0
0,?버스킹장비 ㅠㅠ,이스크,2014-09-04,0,0
6787,마이크 추천 부탁드려요?[3],카뮤,2014-09-02,142,0
6785,버스킹시작 질문!!,흑형,2014-09-01,113,0
6783,전기끄는거 문의할때,SmCon,2014-09-01,68,0
6770,질문잇습니다~?[4],SmCon,2014-08-31,138,0
0,?질문잇습니다~,김캡틴,2014-09-01,0,0
6761,"건반,기타, 마이크2개 하려면 어떤 앰프를 사야하나요??[5]",안망지,2014-08-31,149,0
6752,낙원나가서 피쉬맨 SA 220 보고 왔는데..,바다여행,2014-08-30,117,0
6749,건반&보컬 만으로 버스킹 하려고 합니다.?[7],코너코디,2014-08-30,268,0
6744,이펙터질문?[1],라임기타,2014-08-30,52,0
6735,성남에서 버스킹 할만한곳있나요??[1],순수시골청년,2014-08-29,63,0
6728,stagepas250m 이랑 stagepas400i,보이스뮤직 강쌤,2014-08-29,136,0
0,?stagepas250m 이랑 stagepas400i,Crooked,2014-08-31,0,0
6727,앰프 리버브 효과 질문!?[2],미소,2014-08-29,141,0
6696,행사 섭외 준비중입니다. 질문있습니다~~?[1],망고탱고,2014-08-26,308,0
0,?행사 섭외 준비중입니다. 질문있습니다~~?[1],윤하 TAP,2014-08-26,0,0
6661,버스킹 장비 중고거래 관련 질문있어요!!,young2k,2014-08-25,80,0
0,?버스킹 장비 중고거래 관련 질문있어요!!,이스크,2014-09-04,0,0
6615,"버스킹하는데 필요한 능력(?),부분 조언 해주세요~!~!?[2]",버스키잉매냐,2014-08-22,130,1
6592,마이크 두개인 버스킹은 어떻게 해야하나요??[4],언제나,2014-08-21,153,0
6587,큐브스트리트ex?[2],말린과일,2014-08-21,311,0
0,?큐브스트리트ex?[1],이든,2014-08-22,0,0
6578,휴대용 보면대에 관해서..??[2],호빗,2014-08-20,178,0
6557,마이크로큐브 사용하시는분들 ?? 어뎁터 질문있습니다 ㅠㅠ,cjfdl433,2014-08-19,48,0
6510,일산 호수공원..?[3],어진,2014-08-16,172,0
6495,버스킹 앰프관련..,jmg9474,2014-08-16,71,0
6493,버스킹 처음했는데 힘들었어요 ㅠㅠ?[5],버스키잉매냐,2014-08-16,306,0
6492,케이블 구매하려는데 궁금한게 있네요 도와주세요 ㅠㅠ,cjfdl433,2014-08-15,106,0
0,?케이블 구매하려는데 궁금한게 있네요 도와주세요 ㅠㅠ,한키,2014-08-20,0,0
6430,큐브스트릿 넣고다닐 캐리어는 몇인치가좋나요?,jmg9474,2014-08-11,89,0
6426,[질문]버스킹장비 앰프 마이크?[2],몽크,2014-08-11,330,0
6419,거리공연 활성화를 위한 논문에 필요한 설문조사좀 부탁드릴께요. 뮤지션님들!,이스탄불,2014-08-11,43,0
6399,발전기 사용시 정현파 인버터 안써도 되나요?[4],탄돌이,2014-08-10,121,0
6397,여자 어쿠스틱 노래 추천 부탁드립니다 ㅠ,가희,2014-08-10,49,2
6390,해운대에서 버스킹하려는 대학생입니다 처음이라서 묻고싶은 게 있어요?[2],버스커어허허,2014-08-10,191,0
6380,버스킹 할 때 스네어 드럼?[8],zxcasd0615,2014-08-10,148,0
6357,버스킹할때,쏘울풀,2014-08-08,196,0
0,?버스킹할때,동쪽바다,2014-08-11,0,0
6355,앰프 중고 거래 사이트,BS단장,2014-08-08,62,0
6328,앰프관련 지식이 아예 없어서 질문드립니다 ㅜㅜ?[3],BS단장,2014-08-06,157,0
6293,안녕하세요! 장비 관련 질문이 있습니다 ㅠㅠ?[2],instDEF,2014-08-04,153,0
0,?안녕하세요! 장비 관련 질문이 있습니다 ㅠㅠ,김캡틴,2014-08-05,0,0
6276,부산 질문?[11],홍순철,2014-08-04,151,0
6261,앰프 질문이요!?[1],young2k,2014-08-03,152,1
0,?앰프 질문이요!,반톤트럭,2014-08-03,0,1
6249,엠프에관해..?[1],거지,2014-08-02,105,0
6244,버스킹 Tip !! 가르침 청하옵나이다 !(겸손 ),AND,2014-08-02,287,0
0,?버스킹 Tip !! 가르침 청하옵나이다 !(겸손 )?[1],치토스n이태규,2014-08-02,0,0
6241,서울에서? 버스킹 하려면 자격증이 있어야 하나요??[2],hohoyek123,2014-08-02,250,0
6238,버스킹 여행을 떠나려고 합니다.?[4],hohoyek123,2014-08-01,173,0
6209,버스킹 이미 하고 있는 현존 팀 맴버에 입성하려면 ..?[5],볼살겸디,2014-07-31,209,0
6204,버스킹 처음하려고 준비중인데 장소가!?[6],han24,2014-07-31,223,0
6177,휴대용 앰프 큐브스트릿보다 싼가격 있을까요...?[4],jmg9474,2014-07-29,169,0
6168,투 마이킹에 대한 해답은???[1],Eric Lee,2014-07-29,158,0
6150,안녕하세요 버스킹한번 해볼생각에 아무준비없이온 1인입니다.?[2],축가가수서준교서재원,2014-07-28,262,0
6143,앰프 질문드리고싶습니다!?[5],성대신,2014-07-28,149,0
6128,버스킹에 도전해보고싶은데 걱정이네요?[6],나문닢,2014-07-27,206,0
6127,버스킹팀에 들어가고 싶습니다..,water4704,2014-07-27,86,0
6126,버스킹하시는 분들께 질문!!?[8],IAMP,2014-07-27,243,0
6121,인천 서울 밤과 새벽중에 공연할만한 장소가 어디있을까요?[9],박성우,2014-07-26,188,0
6118,기타 추천좀해주세여!!!?[1],oniyun0905,2014-07-26,47,0
6115,천안에서 버스킹할려는데 노래메들리좀..알려주십쇼,jmg9474,2014-07-26,43,0
6088,버스킹 기타 보통 뭐 쓰시나요!?!?꼭좀도와주세요!!?[4],oniyun0905,2014-07-24,205,0
6024,키보드쪽을 잘 몰라서 이렇게 질문합니다!,llll,2014-07-21,157,0
0,?키보드쪽을 잘 몰라서 이렇게 질문합니다!,이든,2014-07-21,0,0
0,?키보드쪽을 잘 몰라서 이렇게 질문합니다!,와하우,2014-07-22,0,0
5987,녹음이나 실제 버스킹을 처음 시도해보려는 한 대학생입니다!!?[9],이연준,2014-07-20,285,0
0,?녹음이나 실제 버스킹을 처음 시도해보려는 한 대학생입니다!!?[1],이든,2014-07-20,0,0
5979,안녕하세요 버스킹을 할시 필요한 것들에 대한 질문입니다.?[1],이스탄불,2014-07-19,156,0
0,?안녕하세요 버스킹을 할시 필요한 것들에 대한 질문입니다.,얼굴마담,2014-07-20,0,0
5959,엠알에 보컬만 해보려합니다 !?[3],경주초짜,2014-07-18,236,0
0,?엠알에 보컬만 해보려합니다 !,이든,2014-07-19,0,0
5925,mr 공연 하실 여성분 계신가요?,휴학생,2014-07-16,110,0
5915,마이크 sm58 질문입니다 ~!?[1],치토스n이태규,2014-07-16,401,0
0,?마이크 sm58 질문입니다 ~!?[1],이든,2014-07-16,0,0
5875,버스킹 준비중인 사람입니다!,2Dc,2014-07-14,196,0
0,?버스킹 준비중인 사람입니다!,형이먹다만우유,2014-07-14,0,0
5872,큐브스트리트 ex 에 맞는 마이크 추천부탁드려요,치토스n이태규,2014-07-14,110,0
5869,버스킹 할때 장비가 꼭 필요하나요??[8],YoWooBe,2014-07-14,180,0
5833,혼자 버스킹해보려는데 버스킹경험자분들께 궁금한게많아 여쭙니다ㅠㅠ?[3],솜미,2014-07-11,465,1
0,?혼자 버스킹해보려는데 버스킹경험자분들께 궁금한게많아 여쭙니다ㅠㅠ,치토스n이태규,2014-07-12,0,0
5805,큐브스트리트ex 써보신분 계시면.. 평이나 후기좀 부탁드려요?[12],치토스n이태규,2014-07-09,325,0
5758,광주에서 버스킹 할만한곳?[1],빵돌이,2014-07-06,64,0
5752,"제 목소리 변화과정입니다. 평가부탁드려요 (첫번째곡 예전꺼, 2,3번째곡 현재)?[1]",투명보컬,2014-07-06,122,0
0,"?제 목소리 변화과정입니다. 평가부탁드려요 (첫번째곡 예전꺼, 2,3번째곡 현재)",아침형 올빼미들,2014-07-11,0,0
5733,버스킹장소질문 ~?[4],노아,2014-07-04,206,0
5728,학생 버스킹질문!! 경험자분들 덧글부탁드려요ㅠ.ㅜ,고구매,2014-07-04,111,0
5724,??[4],순수시골청년,2014-07-04,484,3
0,?페이 없는 버스킹..고민되네요?[1],김캡틴,2014-07-04,0,0
5667,힙합 버스킹/아무것도몰라요 ㅜ,UNM of BENZIDEAL,2014-07-02,185,0
0,?힙합 버스킹/아무것도몰라요 ㅜ?[1],반톤트럭,2014-07-02,0,0
0,?힙합 버스킹/아무것도몰라요 ㅜ?[1],반톤트럭,2014-07-02,0,0
0,?힙합 버스킹/아무것도몰라요 ㅜ?[1],반톤트럭,2014-07-02,0,0
5621,자작곡으로만 버스킹 하시는분 계시는지??[10],아침형 올빼미들,2014-06-30,272,0
5579,버스킹장비 질문?[5],디귿디귿,2014-06-27,152,0
5510,악기 없이 버스킹하려 합니다.?[2],완소남,2014-06-23,223,0
5506,첫 버스킹 몇곡정도 준비하면 될까요???[11],호다,2014-06-22,369,0
5467,여의도 내 버스킹 장소?,호빗,2014-06-19,173,0
5442,48v 팬텀 전원공급?[6],도규,2014-06-18,110,0
5441,48v 팬텀 전원공급?,도규,2014-06-18,384,0
0,?48v 팬텀 전원공급,김캡틴,2014-06-18,0,0
0,?48v 팬텀 전원공급,자연,2014-06-19,0,0
5423,앰프 추천이요!?[1],89,2014-06-16,187,0
0,?앰프 추천이요!?[1],김캡틴,2014-06-17,0,0
5416,혹시 어쿠스틱기타 2대로 버스킹 하시는 분들 계시나요??[11],mividalocas,2014-06-16,205,0
5392,버스킹에 적합한 어쿠스틱 기타 픽업은 어떤 게 있을까요??[10],이젠,2014-06-14,162,0
5334,건반치면서 노래 할려고합니다!!?[9],ghkdrjat,2014-06-09,201,0
5304,돈없는 가난한 대학생이 장비 질문드립니다 ㅜ?[13],박형우,2014-06-08,283,0
5282,6월 2~4째주에 대전 욧골공원이나 그 외 대전에서 버스킹 계획 있으신 팀 있나요?,버스크버스킹,2014-06-07,54,0
5278,건반은 어떻게 사용하세요??[2],gy00389,2014-06-07,116,0
5269,초보라그런데 버스킹할때 앰프없이도 할수 있나요..??[6],듀류듓듓,2014-06-06,274,1
0,?초보라그런데 버스킹할때 앰프없이도 할수 있나요..??[4],Awjungsta,2014-06-07,0,0
5255,동성로에서 버스킹하시는분들!!?[1],라오,2014-06-05,103,0
5252,여수밤바다에서 버스킹을 볼 수 없나요??[7],tjrrn1,2014-06-05,152,0
5220,앰프로 mp3틀면 mr로 바뀌어서 나옵니다....?[5],혹시나,2014-06-03,222,0
5187,여의나루역 버스킹 !!!?[1],eodnd3535,2014-06-01,246,0
0,?여의나루역 버스킹 !!!,Awjungsta,2014-06-02,0,0
5158,큐브스트릿 집에서 하는거랑 밖에서 하는거랑 소리 다르나요??[5],김갤러거,2014-05-29,242,0
5144,6-7인 대규모 밴드 배터리관련한 질문입니다.,BOB7,2014-05-27,150,0
0,?6-7인 대규모 밴드 배터리관련한 질문입니다.,김캡틴,2014-05-28,0,0
5138,:),노래,2014-05-27,127,0
0,?아이패드랑 연결할 앰프 어떤 게 좋을까요 :),김캡틴,2014-05-27,0,0
5123,버스킹용 건반 질문?[2],멜리,2014-05-26,119,0
5102,버스킹에 대해 잘 몰라서 이것저것 질문해요?[3],밀,2014-05-25,220,0
0,?버스킹에 대해 잘 몰라서 이것저것 질문해요,자연,2014-05-25,0,0
0,?버스킹에 대해 잘 몰라서 이것저것 질문해요,Awjungsta,2014-05-27,0,0
5089,버스킹할때,이피,2014-05-24,116,0
0,?버스킹할때,Awjungsta,2014-05-27,0,0
5071,혹 pa901써 보신분 있나요??[2],정용민,2014-05-22,50,0
5060,버스킹 장비?[5],하세이,2014-05-21,166,1
5052,충전용 배터리를 사려고 하는데..??[16],바다여행,2014-05-21,343,0
5041,보컬2 건반1 버스킹할때?[5],멜리,2014-05-19,160,0
4997,버스킹 장소 질문입니다!,Jchamp,2014-05-15,144,0
4952,혹시 보면대쓰시는분들?[4],saki,2014-05-11,137,0
4931,어떤 노래 좋아하시나요? 추천해주세요!?[12],Awjungsta,2014-05-09,196,0
4900,만약 매장 쇼윈도에서 버스킹 하시면 어떠실꺼같으세요??[4],Honovi,2014-05-06,163,0
4899,장소 때문에요,초보자ㅠㅠ,2014-05-06,93,0
4889,다들 버스킹할때 마이크에코 얼마나넣으시나요??[5],혹시나,2014-05-05,251,0
4886,홍대 걷고싶은거리에서 버스킹 할라면요..?[3],쿠마,2014-05-05,252,0
4852,버스킹 구경좀요 ㅎㅎ?[3],롬기타,2014-05-01,147,0
4843,버스킹에서 이런목소리가 괜찮을까요ㅠㅠ?[17],공연팀 정수영,2014-04-30,306,0
4831,현재는 보컬 한명이서 하는 원맨버스킹을 고민중이에요ㅠㅠ도와주세요?[1],공연팀 정수영,2014-04-29,294,0
0,?현재는 보컬 한명이서 하는 원맨버스킹을 고민중이에요ㅠㅠ도와주세요?[8]?,김캡틴,2014-04-29,0,0
4808,허가 질문 드려요~,JKP,2014-04-26,129,0
4779,버스킹 일정을 서로 공유하는 곳은 없나요??[1],뮤직00,2014-04-23,77,0
4753,버스킹 할때~~~?[2],0721min,2014-04-19,207,0
4699,건반 + 마이크 버스킹 질문!?,잉깍꾸,2014-04-13,194,0
0,?건반 + 마이크 버스킹 질문!?[1],김캡틴,2014-04-14,0,0
4690,대부분의 버스킹 공연 요일??[1],compA,2014-04-12,147,0
4688,버스킹 어떻게하나요?!?[1],민달팽이,2014-04-12,249,0
0,?버스킹 어떻게하나요?!,혹시나,2014-04-14,0,0
4687,피아노치며 노래하는 1인 버스커 계세요??[12],vice versa,2014-04-12,331,0
4682,노래에 관해서 질문좀 드릴게요?[3],김공책,2014-04-11,96,0
4646,큐브 스트리트 2대에서 동시에 같은소리 나게 할수는 없을까요??[8],철헌,2014-04-08,233,0
4593,건반 질문!?[4],zxcasd0615,2014-04-03,111,0
4573,픽업..?[1],foofighters2,2014-04-01,123,1
4528,15살여자입니다?[8],white,2014-03-24,219,0
4526,전국지역별 버스킹 스팟을 알아보고 있습니다.?[11],쟈니보이,2014-03-24,268,0
4511,버스킹 제재에대해서 질문입니다~?[3],승재,2014-03-22,258,0
4480,미니엠프 사용이요!!!?[5],blingboys,2014-03-16,178,0
4478,앰프와 소형 믹서 질문드립니다?[1],zxcasd0615,2014-03-16,152,0
4438,큐브스트리트 마이크채널이랑 기타채널 바꿔서 쓰는게 더 좋나요?,김갤러거,2014-03-09,115,0
4431,"드디어.. 버스킹을 시작하려고 앰프를 사는데, 질문드립니다 ㅠ?[3]",rhype,2014-03-08,238,0
4430,버스킹할때 노래추천좀요!?[4],도로시,2014-03-07,157,0
4423,큐브스트릿에 기타 셋팅 설정하려는데요..?[1],난다,2014-03-06,135,0
4421,큐브스트리트 마이크 eq세팅 어떻게하시나요?,김갤러거,2014-03-06,101,0
4391,해운대버스킹?[2],귀욤크라운,2014-02-28,114,0
4343,버스킹 질문?[2],dkrakwpa,2014-02-20,122,0
4339,다른분들은 공연 안 하실때 건전지 다 빼놓나요??[4],정석환,2014-02-19,173,0
4338,버스킹쌩초짜가 질문좀하고싶습니다 : )?[5],연지곤지,2014-02-19,240,1
4325,악기없는 버스킹.?[2],trampoline,2014-02-16,265,3
4311,앰프랑 마이크 봐주세요~?[7],푸른잠옷,2014-02-10,239,1
4273,버스킹 때 건반에 대해 질문있어요?[4],토이스피커,2014-01-30,163,0
4267,버스킹초짜라 이것저것 질문드립니다!?[3],러스,2014-01-29,166,0
4228,vox aga30 버스킹에 어떻게 생각하세요??,율리스,2014-01-21,71,0
4200,여러분이 써보신 카혼중에 어떤게 가격대비 소리가 좋은가요??[8],토이스피커,2014-01-16,157,0
4194,저희가 올공에서 거리공연을하려드?[5],류이,2014-01-15,146,0
4190,저의 노래실력을 평가해주세요??[8],부산고딩,2014-01-14,336,0
0,?저의 노래실력을 평가해주세요,하늘창고,2014-01-14,0,0
4183,버스킹 노래실력..??[30],잉깍꾸,2014-01-13,446,0
0,?버스킹 노래실력..,난다,2014-03-06,0,0
4177,첫 버스킹을 하려고 합니다!?[6],잉깍꾸,2014-01-13,216,0
4174,큐브스트리트 어떻게 가지고 다니시나요??[11],김갤러거,2014-01-11,347,1
4173,리듬악기ㅠㅠ?[10],zxcasd0615,2014-01-11,132,0
4107,버스킹은처음입니다!!!^.^?[17],yti907,2013-12-26,440,0
0,?버스킹은처음입니다!!!^.^,사자평,2014-01-02,0,0
